3000.0    0.0
3050.0    0.0
3100.0    0.0
3150.0    0.0
3200.0    0.0
3250.0    0.0
3300.0    0.0
3350.0    0.0
3400.0    0.0
3450.0    0.0
3500.0    0.0
3550.0    0.0
3600.0    0.0
3650.0    0.0
3700.0    0.0
3750.0    0.0
3800.0    0.0
3850.0    0.0
3900.0    0.0
3950.0    0.0
4000.0    0.001
4050.0    0.002
4100.0    0.005
4150.0    0.062
4200.0    0.243
4250.0    0.414
4300.0    0.506
4350.0    0.566
4400.0    0.606
4450.0    0.645
4500.0    0.679
4550.0    0.712
4600.0    0.743
4650.0    0.766
4700.0    0.792
4750.0    0.819
4800.0    0.848
4850.0    0.876
4900.0    0.899
4950.0    0.925
5000.0    0.944
5050.0    0.962
5100.0    0.977
5150.0    0.991
5200.0    0.998
5250.0    0.998
5300.0    1.0
5350.0    0.988
5400.0    0.974
5450.0    0.952
5500.0    0.925
5550.0    0.884
5600.0    0.835
5650.0    0.782
5700.0    0.722
5750.0    0.657
5800.0    0.585
5850.0    0.518
5900.0    0.444
5950.0    0.377
6000.0    0.313
6050.0    0.255
6100.0    0.203
6150.0    0.16
6200.0    0.123
6250.0    0.093
6300.0    0.069
6350.0    0.051
6400.0    0.038
6450.0    0.025
6500.0    0.018
6550.0    0.015
6600.0    0.009
6650.0    0.006
6700.0    0.005
6750.0    0.0
6800.0    0.0
6850.0    0.0
6900.0    0.0
6950.0    0.0
7000.0    0.0
7050.0    0.0
7100.0    0.0
7150.0    0.0
7200.0    0.0
7250.0    0.0
7300.0    0.0
7350.0    0.0
7400.0    0.0
7450.0    0.0
7500.0    0.0
7550.0    0.0
7600.0    0.0
7650.0    0.0
7700.0    0.0
7750.0    0.0
7800.0    0.0
7850.0    0.0
7900.0    0.0
7950.0    0.0
8000.0    0.0
8050.0    0.0
8100.0    0.0
8150.0    0.0
8200.0    0.0
8250.0    0.0
8300.0    0.0
8350.0    0.0
8400.0    0.0
8450.0    0.0
8500.0    0.0
8550.0    0.0
8600.0    0.0
8650.0    0.0
8700.0    0.0
8750.0    0.0
8800.0    0.0
8850.0    0.0
8900.0    0.0
8950.0    0.0
9000.0    0.0
9050.0    0.0
9100.0    0.0
9150.0    0.0
9200.0    0.0
9250.0    0.0
9300.0    0.0
9350.0    0.0
9400.0    0.0
9450.0    0.0
9500.0    0.0
9550.0    0.0
9600.0    0.0
9650.0    0.0
9700.0    0.0
9750.0    0.0
9800.0    0.0
9850.0    0.0
9900.0    0.0
9950.0    0.0
10000.0    0.0
10050.0    0.0
10100.0    0.0
10150.0    0.0
10200.0    0.0
10250.0    0.0
10300.0    0.0
10350.0    0.0
10400.0    0.0
10450.0    0.0
10500.0    0.0
10600.0    0.0
10700.0    0.0
